,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
402,Financial Analyst,-1,"Financial Analyst, US Commercial

Finance / Accounting Raleigh, North Carolina

Description

Working at Align Technology

Welcome to Align Technology at one of the most exciting times in our history. At Align, we like to say that we ""Create new smiles. Every day,"" in all aspects of our business. At Align you are empowered to be innovative, creative, collaborative and hands-on. Align Technology is a global medical device company with industry-leading innovative products such as Invisalign clear aligners, iTero Intraoral scanners, and OrthoCAD digital services that help dental professionals achieve the clinical results they expect and deliver effective, cutting-edge dental options to their patients.

What makes us a great place to work:

Make Your Mark: we are a global business, but not so big that you can't make a huge impact on our continued business improvement. Bring your A game! Innovation: Influence the game-changing technologies that are revolutionizing the dental orthodontics industry. Work in a Dynamic and Growing Industry: Ask anyone for a list of the hottest and fastest growing industries and you will see medical and dental at the top!

Job Title: Financial Analyst, US Commercial Finance

Department: Commercial FP&A

Location: Raleigh, NC

Job Type: FTE

Job Summary

Team member will support the US Clear Aligner Sales & Commercial Operations organizations and will play an integral part in advising them on how to meet financial objectives while delivering optimal results. This role will report to the Sr. Director Finance, US.

Our growing company is searching for individual who has strong attention to detail, great business acumen and proficiency in software tools and ERP systems. This is an exciting role providing financial controllership, cost management, timely analysis and support to the commercial team. This role will work closely with cross-functional teams and will develop strong relationships with all assigned business partners while maintaining an objective mind in evaluating programs to drive growth.

ESSENTIAL DUTIES AND RESPONSIBILITIES

Prepare annual operating plan, quarterly forecasts, monthly/quarterly outlooks as it relates to operating expenses for the US Commercial teams

Perform period end closing responsibilities including, but not limited to, journal entries, review of expenses, and calculating accruals associated with the US commercial teams.

Monthly budget versus actual reports as required to support the Commercial teams decision making process with budget owners

Support the Commercial organization with analysis and ad-hoc financial projects when necessary

Responsible for headcount approvals in Workday, purchase requisition approvals in SAP, contracts approvals in CLM. If out of budget, partner with business leaders to ensure there is a plan in place that manages overall spend within budget.

Research accounting matters when needed

Ability to effectively interface with cross-functional partners and develop relationships with business partners while maintaining objective mindset

Enter financial data to Financial Planning system CPM (aka Host Analytics)

Maintain positive and active relationships with leaders and business partners to ensure financial transparency.

Other duties and ad hoc projects may be assigned

Requirements

3+ years of relevant Finance experience;

Bachelor's degree in Accounting, Finance, Economics or related field

Strong communication and presentation skills required

Dependable, trust-worthy individual with control oriented mindset and high attention to detail.

Strong teamwork and interpersonal skills

Problem solver, system and detailed oriented and analytical capability, especially dealing with large volumes of data without sacrificing on accuracy

Ability to work in a fast-paced environment and manage time effectively

Advanced Excel skills and systems experience such as SAP, Business Objects BI reporting, planning systems (Host Analytics) and data visualization tools a plus

Ability to travel up to 10%

SDL2017",4.2,"Align Technology
4.2","Raleigh, NC","San Jose, CA",10000+ employees,1997,Company - Public,Health Care Products Manufacturing,Manufacturing,$1 to $2 billion (USD),-1
403,Implementation Analyst,-1,"Implementation Analyst – Overview:

DealCloud is the premier deal management and CRM solution for firms in the private capital markets. The Implementation Analyst will work within an energetic professional services team and will be responsible for designing and configuring the DealCloud platform for our clients in response to their specific business requirements. The role is a mix of client-facing consultative work and behind the scenes platform design, configuration, data analysis, and data manipulation. The Implementation Analyst should demonstrate passion in and a desire to become skilled in four broad areas:
Technology: As a market leading Software as a Service (SaaS) company, the Implementation Analyst will be working with cutting edge technology solutions. A strong interest in technology and being passionate about using technology to create value for our clients is a must.
Client facing skills: A significant amount of day-to-day responsibilities will involve communicating with clients, both on the phone or via email. Strong written and verbal communication skills are required for success.
Private Capital Markets: In order to speak confidently and authoritatively to our clients, the Implementation Analyst must either have or be willing to be trained about private equity and investment banking front office business operations.
Data: Analyzing and understanding client data is an important factor that influences a client's system design; as such, the Implementation Analyst must be eager to understand data relationships and the interplay between data and business requirements.
Requirements

Responsibilities include:
Participating in requirement gathering sessions onsite at client offices or virtually via web conferencing (potential travel up to 30%)
Documenting client requirements
Configuring the DealCloud platform in response to requirements
Analyzing client legacy data sets to understand the impact of the data on system design
Working with Microsoft Excel to map, collate, and normalize disparate data sets for import into DealCloud
Providing consultative system design and industry best practice recommendations throughout a implementation
Holding both clients and internal team members accountable to project timelines and budgets
Managing multiple client implementations concurrently
Requirements include:
3 years + of working experience
Organization, effective time management, and ability to multi-task
Passion for delivering high quality outcomes
Ability to work under tight deadlines
Experience working as part of a team
Lead client meetings and communications
Strong analytical and creative problem-solving abilities
Comfort with Microsoft Excel, familiarity with basic Excel functions
Ability to adapt to rapidly evolving situations
Strong sense of personal responsibility and ownership over your work
Willingness and love of learning new technology, new processes and procedures, and new business models
Benefits

What you'll get:
Competitive compensation
Challenging and rewarding work
Generous benefits package
An incredible team of smart and mission-driven people to work with",5.0,"DealCloud, Inc.
5.0","Charlotte, NC","Jersey City, NJ",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
404,Financial Analyst,-1,"RESPONSIBILITIES:

A Kforce client in the Salisbury, NC area is looking to add a number of Financial Analysts to its rapidly growing team located in the Carlisle, PA area.

Summary:
This role is responsible for analytical functions and oversight for various functions within Finance Operations including Treasury, Order to Cash, Payroll, Procure to Pay, Inventory Accounting and Cash Management/Treasury. The analyst will participate in special department projects and testing and works in close collaboration with other business partners. Also, the analyst will be responsible for researching and performing processes related to inventory, margin, and shrink. This role ensures the timely execution and accuracy, as well as adherence to any regulatory/compliance obligations.

Principle Duties and Responsibilities:
Partners with appropriate business partners to ensure applicable information is gathered and input
Understands and adheres to compliance and regulatory guidelines when applicable
Anticipates, researches and resolves issues or open items as they arise
Periodically audits entries to ensure accuracy and efficient processing, ensuring all financial information is correct for month end close
Compile budgets and forecasts and respond to questions by managers and business partners
This role offers:
Competitive Compensation
Comprehensive Benefits
The opportunity to join a multi-national organization with the opportunity for vertical mobility in the near future
Multiple on sight perks for all team members
This role is an immediate need for this client and interviews will be scheduled as soon as qualified candidates are identified. Reach out today for more information!

REQUIREMENTS:
General Accounting knowledge required
Strong Microsoft Office Skills
Advanced Formulas in Excel. (V Lookup's, If, Sum if)
Strong Customer Service skills
Strong written and verbal communication skills
Ability to communicate to all levels of management and outside vendors
Ability to Multitask several projects
Strong organizational skills
Mainframe, SEGA, and ACIS knowledge is a plus
DSS MicroStrategy is also a plus
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.",4.1,"Kforce
4.1","Salisbury, NC","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1
405,Business Analyst,-1,"Type of Requisition:

Regular

Clearance Level Must Currently Possess:

Secret

Clearance Level Must Be Able to Obtain:

Secret

Suitability:

No Suitability Required

Public Trust/Other Required:

None

Job Family:

Functional Experts

Job Description:

Knowledge, Skills and Abilities
Must have good communication skills and be detail-oriented
Requires a strong understanding of Information Technology (IT)
Requires at least 4-6 years of experience with the Software Development Life Cycle (Agile, Scrum or Waterfall Methodologies)
Requires a strong understanding of Project Management principles such as those outlined in the Project Management Body of Knowledge (PMBOK)
Requires at least 2-4 years of experience with technical writing or documenting functional or non-functional system requirements
Requires extensive experience utilizing Microsoft Office or other similar tools
Clear understanding of Microsoft SharePoint or other collaboration and document management tools required
Excellent technical writing skills a must
Experience with software testing and QA/QC
Self-motivated, shows initiative, and works with minimal direction
Must be able to manage multiple tasks and projects simultaneously
#ARMA #SPECOPS #CJPOST #DPOST

""

Scheduled Weekly Hours:

40

Travel Required:

10-25%

Telecommuting Options:

Telecommuting Not Allowed

Work Location:

USA NC Fayetteville

Additional Work Locations:

We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.

GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.",3.4,"General Dynamics Information Technology
3.4","Fayetteville, NC","Fairfax, VA",10000+ employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman"
406,Financial Analyst,-1,"Date: Mar 4, 2020

Location: Morrisville, NC, US

Company: Teleflex

Expected Travel: Up to 10%

Requisition ID: 2264

About Teleflex Incorporated

Teleflex is a global provider of clinically effective medical technologies designed to improve the health and quality of people's lives. We apply purpose driven innovation a relentless pursuit of identifying unmet clinical needs to benefit patients and healthcare providers. Our portfolio is diverse, with solutions in the fields of vascular and interventional access, interventional cardiology, surgical, anesthesia, cardiac care, interventional urology, urology, emergency medicine and respiratory care. Teleflex employees worldwide are united in the understanding that what we do every day makes a difference. For more information, please visit teleflex.com.

Global Functions The Corporate division is the central operating unit of the company; setting strategy and policy and providing business development, finance, human resources, information technology, investor relations and legal support to the businesses. The global Company headquarters is located just outside of Philadelphia in Wayne, PA. Join a dynamic, growing team that offers healthcare providers an array of medical technology solutions that make a difference in patients' lives.

Position Summary

The Financial analyst for Vascular Finance provides financial and analytical support to the Vascular business unit. The primary responsibility of the financial analyst is to provide monthly financial analysis related to the operating expense of the Vascular business unit. Important to this position is the understanding of business drivers behind current performance and variances compared to forecasts and budgets. The person in this position will provide support to the Vascular Finance team and work cross-functionally with team members to support the Vascular R&D, marketing and sales organizations as well as our operations team. In addition, this person will work on various ad hoc financial analysis and other related projects.

Principal Responsibilities
Provide daily support to Vascular Finance team and the Vascular Business Unit
Analyze Operating Expense to identify variances and provide recommendations to management where there may be areas of improvement.
Communicate effectively and proactively with internal stakeholders to ensure information is presented logically and consistently
Assist the Vascular Finance team with meeting specific deadlines and completing specific tasks to comply with Corporate Requirements, which may include:
Monthly operating expense analysis. Clear explanations of variance versus budget and forecast
Responsible for the preparation and delivering accurate monthly cost center reports, travel & entertainment reports and sample expense reports for the different organizations in the Vascular business unit.
Liaise with Corporate Accounting/Shared Services Finance to ensure any accounting related methodologies or processes are understood by the Vascular finance team
Audit a sample of expense reports every quarter to ensure compliance to the T&E guidelines
Ad-hoc reporting and special projects as assigned.
All other duties and responsibilities as assigned
Education / Experience Requirements
Bachelor's degree in Accounting or Finance required.
1- 2 years of experience in Accounting and Financial analysis preferred
Demonstrated ability to apply learning in fast-paced business situations accounting principles and standards. (GAAP)
Highly developed organizational skills and attention to detail required
Strong knowledge of Excel
Knowledge of SAP and Business Warehouse preferred
Specialized Skills / Other Requirements

Teleflex, Inc. is an affirmative action & equal opportunity employer. D/V/M/F. Applicants will be considered without regard to age, race, creed, color, national origin, ancestry, marital status, affectional or sexual orientation, gender identity or expression, disability, nationality, sex, or veteran status. If you require accommodation to apply for a position, please contact us at: 262-439-1894.

Teleflex is the home of Arrow®, Deknatel®, Hudson RCI®, LMA®, Pilling®, Rüsch®, UroLift® and Weck® trusted brands united by a common sense of purpose. Teleflex, the Teleflex logo, Arrow, Deknatel, Hudson RCI, LMA, Pilling, Rüsch, UroLift and Weck are trademarks or registered trademarks of Teleflex Incorporated or its affiliates, in the U.S. and/or other countries.

SDL2017",3.3,"Teleflex
3.3","Morrisville, NC","Wayne, PA",10000+ employees,1943,Company - Public,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"St. Jude Medical, Covidien"
407,Real Estate Investment Analyst - Multifamily,-1,"D.R. Horton, Inc., the largest homebuilder in the U.S., was founded in 1978 and is a publicly traded company on the New York Stock Exchange. It is engaged in the construction and sale of high quality homes designed principally for the entry-level and first time move-up markets. The Company also provides mortgage financing and title services for homebuyers through its mortgage and title subsidiaries. Please visit our website at www.drhorton.com for more information.

D.R. Horton, Inc. is currently looking for a Real Estate Investment Analyst for their Accounting Department. The right candidate will be will be heavily involved in the acquisition, development and asset management of primarily multifamily and commercial investments. DHIC will offer the candidate substantial growth opportunities in addition to exposure to the largest homebuilder in the country while working in a collaborative and entrepreneurial environment.

Essential Duties and Responsibilities

The individual will work alongside acquisitions, development, and asset management with responsibilities to include the following:
Perform due diligence and underwriting of prospective acquisitions and developments
Provide support for the acquisition, financing and disposition process
Prepare financial modeling to support and guide both acquisition and asset management decisions
Prepare presentation materials on new and existing investments for internal and external uses
Analyze and monitor the financial performance of properties including financial modeling, benchmarking to budget, and collaborating with management in executing business plans
Analyze the overall market and monitor industry trends


Education and/or Experience

Bachelor’s degree in Real Estate, Business, Economics or related field with a strong record of academic achievement

Other Requirements:
1 to 3 years of commercial real estate, private equity, investment banking, or Big 4 accountancy firm experience
Exceptional academic credentials
Advanced Excel financial modeling (ability to create original financial models for new scenarios with limited guidance)
Proficient in Word, Outlook, Adobe Reader, and Power Point
Excellent written and verbal communication skills, including the ability to summarize conclusions and confidently present well-supported arguments for or against a specific investment opportunity
Ability to focus under pressure and comfortable meeting tight deadlines with a high degree of accuracy and attention to detail
Goal oriented, self-starter that takes initiative to effect change and continuous improvement
Highly organized with the ability to multi-task and balance competing priorities
Excellent critical reasoning, quantitative, and analytical skills demonstrated by work experience and/or academic record
Analytical, well organized, effective listener who enjoys and thrives working in a team environment
Persistent, creative, problem-solver, with a love of learning and a positive personality
Ability to conduct research and verify facts quickly
Experience in retail underwriting and/or asset management is a plus
Travel could be required at the discretion of the Chief Financial Officer.
Come join a winning team with a Fortune 500 company! We are growing fast and are looking for enthusiastic attitudes and team players to join our success. We offer an excellent benefits package including vision, medical and dental. Build YOUR future with D.R. Horton, America's Builder.

Come follow our newest Open Jobs on Twitter and like us on Facebook!",3.3,"D.R. Horton
3.3","Morrisville, NC","Arlington, TX",5001 to 10000 employees,1978,Company - Public,Construction,"Construction, Repair & Maintenance",$10+ billion (USD),-1
408,Sr. Procurement Business Analyst,-1,"The Senior Procurement Business Analyst develops strong business relationships with customers (internal and external) to understand and analyze requirements. S/he provides professional advice and ongoing support to meet their business requirements. S/he will provide specialized procurement knowledge and detailed strategic analysis. S/he should have the ability to initiate and develop procurement/business related ideas, determine the optimum course of action for success, particularly in respect to collaborating and seeking agreement with all interested parties. The Senior Procurement Business Analyst will provide data administration and analysis support for Procurement.

Qualifications
Qualifications:

• Strong knowledge of continuous improvement principles, theories, processes and technologies
• Ability to work on a range of procurement problems and provide high quality and/or innovative solutions
• Strong statistics, data modeling/analysis skills
• Proven effective cross-functional business team experience required
• Strong process and project management skills
• Significant experience in data reporting tools like Crystal, Business Objects, Hyperion, and data analysis tools like Excel, Access or equivalent applications. Strong understanding of data structures, measurement, and reporting methodologies
• Strong understanding of business process modeling and business workflows and mapping tools
• Experience with Business Process mapping tools, like Visio, iGrafx, etc.
• Expertise in preparing data concisely as executive summaries and PowerPoint presentations
• Must be highly detail oriented and capable of processing large amount of information error free.
• Innovative and strategic minded.
• Familiarity with finance, accounting, marketing / sales and clinical studies
• Ability to communicate effectively both verbally and in writing with all levels of management.
• Ability to speak, write, and read a second language is a plus

Knowledge and Experience:
• 5+ years of experience in business analysis, financial analysis, strategic sourcing/procurement analysis, ROI analysis, process mapping and end to end lifecycle analysis.
• Significant experience in large, global organizations.
Education:
• BS/MS/MBA or equivalent experience
EEO Disclaimer
Parexel is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to legally protected status, which in the US includes race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.",2.9,"Parexel
2.9","Durham, NC","Newton, MA",10000+ employees,1982,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"PPD, IQVIA, PRA Health Sciences"
409,Sales Analyst,-1,"JOB TITLE: Sales Analyst

LOCATION: Colfax, NC

SUPERVISOR: VP of Sales & Strategic Innovation

Endura Products, Inc. is proud to be a U.S. American-Made manufacturer of components for entry door systems that enhance performance, save time, eliminate service calls and cut costs, delivering a smarter door experience for everyone, every time. Our company is built on innovation, delivering the highest levels of component performance as our standard. We pride ourselves on offering solutions that lead the industry in performance and quality and are always working to make doors work not just better, but smarter. Endura Products is headquartered in Colfax, NC, with facilities in NC, OR, TX and TN, and distributes products throughout the U.S. and Canada.

Position Summary:

Highly visible role within the sales organization reporting directly to the Vice President of Sales and Strategic Innovation. Employee in this role is involved in analyzing sales patterns and report creation, developing and updating pricing and discount structure proposals. Due to the wide range of analytical activities, this role interacts with sales, as well as manufacturing, marketing, product development, purchasing, IT and finance departments.

Roles and Responsibilities:
Supports the development of analytical tools and case studies
Supports Ad Hoc projects
Investigates data and process defects
Explores and documents data and process structures
Performs analysis as required by working with internal and external stakeholders to gather requirements, validate and assess results
Works closely with manufacturing, supply chain and accounting costing groups to utilize costing models as a basis for product price setting and updates
Creates pricing and discount proposals, and presents them for approval to VP of S&SI and President
Participates in national sales events (including but not limited to national sales meetings, national trade shows, etc.) and occasional customer meetings/ visits
Education and Experience:
Bachelors Degree; Preferably in Business, Management, Accounting, Finance, Economics or other data/ numbers driven fields such as engineering or IT
3-5 years of working experience, with at least 2 years of closely working with MS Excel
Project management/ leadership experience preferred
Skills and Abilities:
Analytical mind, organized, detail oriented and self-disciplined
Highly proficient in MS Excel
Able to manage multiple projects at once, often within short/ competing timelines
Able to understand, process/ transform large data sets, and present the results in a clear, meaningful way to sales executives and company leadership
Able to think critically, recognize important information, trends and out of place results within large data sets
Able to strategically think 2-steps ahead when processing data and envision how the end results need to be presented to best communicate the findings and enhance reports utilization/ relevance
Capable of delivering accurate data used for multimillion-dollar decision making and strategy development
Able to understand products technical details, and utilize this information to segment groups into subcategories
Able to deliver results under pressure
Good personal and communication skills
Supervisory Responsibilities: none

SDL2017",3.5,"Endura Products
3.5","Colfax, NC","Colfax, NC",501 to 1000 employees,1954,Company - Private,Wood Product Manufacturing,Manufacturing,$100 to $500 million (USD),-1
410,Supply Chain Analyst (Buyer),-1,"Job Title: Supply Chain Analyst

Reports to: Supply Chain Manager

RESPONSIBILITIES:
Support Divisional Goals
Support Supply Chain Managers in managing inventory requirements
Support Supply Chain Buyers in purchasing efforts when necessary
Manage inventory levels at branch locations; maximize inventory turns, while maintaining stock levels required to service customer demand
Support branch personnel in clearing open transactions
Lead projects and assignments to achieve divisional efforts
Prevent & reduce excess & obsolete inventory
Process data entry requests and conduct system inquiries
Conduct on site inventory audits
Manage and address AP to PO variances
Manage and address Inventory Report metrics
Respond promptly to internal inquiries
EDUCATION and/or EXPERIENCE
4 year degree required – with Supply Chain experience preferred.
Purchasing experience preferred
OTHER SKILLS AND ABILITIES
Proficiency with Microsoft Office programs is required
Strong skills in the areas of oral and written communication, interpersonal skills and problem resolution
Strong Customer Service skills
Demonstrated ability to perform and adapt in a changing environment
Demonstrated leadership skills
Strong project management skills
Must be able to work independently and be a self-starter
Ability to be effective in a highly matrixed environment
Ability to effectively communicate with and influence multiple levels in the organization
Solid understanding of and experience with quantitative, qualitative and financial analyses
Understanding of best practices in the following preferred; strategic sourcing, process/supplier implementation and change management
Up to 50% travel",2.9,"Beacon Roofing Supply
2.9","Goldsboro, NC","Herndon, VA",5001 to 10000 employees,1928,Company - Public,Wholesale,Business Services,$5 to $10 billion (USD),"ABC Supply Co., SRS Distribution, Builders FirstSource"
411,HR Operations Analyst,-1,"HR Operations Analyst
Location


Garner Corporate Office

Department


Human Resources

Shift

Apply Now

OUR HR OPERATIONS TEAM IS GROWING!

JOB SUMMARY:


The purpose of the Operations Analyst role is to provide system administration and process support (transactional and non-transactional) for HR Partnering (HRP), People and Organizational Development (POD) and Compensation and Benefits. An HR Operations Analyst is aligned to an HR function and the supporting HR technology such as SAP, Kronos, Cornerstone or SharePoint as well as skilled in managing data relationships with external vendor systems. They will develop broader expertise across multiple systems and programs as part of a future HR Operations team.

Our Analysts are system and program subject matter experts who assist in implementing and provide on-going HRIS support (for their primary systems), providing tools and training to our users and key stakeholders. This role is also responsible for process and work instructions, customer support and issue resolution, maintaining HR content, data maintenance, reporting and transactional program support.

ESSENTIAL DUTIES:

System Administrator/Support (40% - 50%)
Implement (assist), support and manage HRIS and technology platforms.
System maintenance and updates.
Customer support and issue resolution.
Research and resolve system issues.
Act as subject matter expert in understanding system capabilities and enable HR to optimize the system to deliver best practice processes.
Manage data and analytic functions within the system, create on-going and adhoc reports, manage dashboard KPI data. Enable business decision making.
Create system tools and user toolkits, provide training to users across the enterprise.
Program Support (50%-60%)
Process and work instructions.
Data transactions and maintenance.
Coordinate and administer programs, issue resolution.
Program scheduling and logistics.
Manage online content.
Manage program collaterall
QUALIFICATIONS:

Minimum
Minimum 3 years related experience in one or more areas of human resources, project management or training.
Minimum 3 years and demonstrated proficiency using HR systems and technology (ex. SAP, Kronos, Cornerstone) and Microsoft applications (Word, Excel, PowerPoint, SharePoint).
Bachelor’s degree in related field of study or equivalent experience.
Verifiable writing proficiency.
Preferred
Bilingual in Spanish and English.
HR Certifications.
Proficient in social online media.
Experience supporting multiple corporate business or HR functions.
Exposure to project management tools and principles.
KNOWLEDGE, SKILLS AND ABILITIES:
Must possess the following competencies: customer focus, agility, collaboration, accountability, drive results and optimizing work processes.
Must be system savvy and able to learn new systems quickly.
Ability to develop and maintain strong, effective internal customer/business partner relationships.
Strong written and verbal communication skills.
Project management acumen.
Sense of urgency and ability to operate in a fast-paced, high-energy environment.
Proficiency in reporting metrics/data analytics.",3.5,"Butterball
3.5","Garner, NC","Garner, NC",5001 to 10000 employees,2006,Company - Private,Food & Beverage Manufacturing,Manufacturing,$2 to $5 billion (USD),-1
412,"Senior Analyst II , Business Operations & Insights",-1,"Company Description

null
Job Description

The Sr. Analyst is responsible for Patient Services (PS) Aducanumab (ADU) reporting and data analysis as required to support our call center operations and patient strategic initiative programs. This involves the design, development and implementation of new reports and metrics as well as the evaluation and validation of existing measures. This role is responsible for business analysis at a national and divisional level to (including recommendations and strategic options to improve efficiency and performance) support the full PS ADU team (internal and external).

Job Description:

Reporting:
Develops and designs reports in conjunction with internal teams and partners using Business Objects, Tableau and other tools.
Design, develop and implement new reporting metrics and modify existing metrics in collaboration with business partners
Create dynamic dashboards (e.g. operational performance outputs) and update accordingly
• Work with Leads to balance the needs of senior management, internal and divisional teams through prioritization process.
Support existing reports and perform necessary modifications or troubleshooting
Identify limitations or issues in the reporting infrastructure and manage the process to have them rectified
Fulfill ad hoc requests from various audiences across the business and discover effective and efficient ways to query data.
Business Analysis:
Perform business analysis on all aspects of PS including individual, program and general department performance, present data insights, make recommendations to colleagues as well as senior management teams
Monitor, track, analyze trends and perform ad-hoc analysis to identify strategic business opportunities, create efficiency improvements and performance
Communicate PS data and insights with other Biogen departments and service partners (e.g. Marketing, Sales, Managed Markets, IT, Divisional Operating Teams)
Craft and evaluate business performance metrics in support of the overall PS Goals and Operations
Compile timely reporting of PS performance results for the PS Leadership team
Support annual goal setting process and develop periodic contests for support of PS Operational functions
Work with stakeholders (e.g. marketing, strategic forecasting) to understand projected impacts to PS of upcoming initiatives; understand overall PS and Biogen business strategy in order to inform PS performance changes
Qualifications
3+ years’ experience with data analysis, business intelligence
Technical proficiency in Tableau and all MS Office products with an ability to learn new processes and systems quickly (advanced experience working with Microsoft Excel.)
Ability to communicate and present to leadership/stakeholders
Excellent problem solving, time management and organizational skills.
Action oriented.
Ability to adapt to change
Bachelor’s Degree preferred

Additional Information

All your information will be kept confidential according to EEO guidelines.",3.4,"Biogen
3.4","Research Triangle Park, NC","Cambridge, MA",5001 to 10000 employees,1978,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
413,Financial Analyst,-1,"Job Description:
We are currently seeking a Financial Analyst for our Accounting Department.

Job Functions:
Creates and refines complex financial information such as profit and loss, lease versus buy and cash flow modeling in spreadsheet format.
Creates, organizes and presents financial spreadsheet data to various levels of management.
Uses accounting and operational systems to identify and analyze business trends.
Analyzes and maintains updated internal product cost information.
Assists in product costing or outsourced manufactured items.
Assists in budget preparation and forecast process.
Interfaces with product development and global sourcing on new product costs.
Interfaces with sales personnel to assess historical and projected customer profitability.
Assists management in decision making by assessing financial and accounting implications of various transactions.
Resource for sales personnel on product costs.
Performs research on companies and financial issues using the Internet and other research tools.
Participates in internal and external audits.
Equal Opportunity Employer / Vets / Disabled

Requisition Number:
2897

Shift:
First

Requirements:
Undergraduate degree in Accounting or Finance and three or more years in accounting or finance or an equivalent combination of education and experience.
CPA or CMA a plus.
Cost accounting or Manufacturing experience preferred
Experienced database skills- Access, Oracle, Query Writing or similar
Advanced Microsoft Excel skills with on the job experience.
Experience with an ERP General Ledger Systems (JD Edwards Enterprise One a plus).
Excellent written and verbal communication skills.
Excellent time management skills, ability to prioritize and manage multiple projects.
Able to work in a team environment.
Ability to work in a fast pace environment in order to meet deadlines.
Strong analytical skills and attention to detail.
Ability to follow instructions without repetition.
Significant financial modeling experience.
Self-starter, able to define and achieve goals without direct supervision.",3.1,"S&D Coffee & Tea
3.1","Concord, NC","Concord, NC",1001 to 5000 employees,1927,Company - Private,Food & Beverage Stores,Retail,$100 to $500 million (USD),-1
414,Quality Assurance Analyst,-1,"A snapshot of what you would do:

The key function of the Quality Assurance Analyst is to understand defined requirements for current and future products, create test cases/build test plans for these products, execute these test plans, and accurately report results back to management. A candidate for this position will possess strong QA/testing aptitude, technical skills, software analysis experience, and excellent written and oral communication skills.

Quality Assurance
Review functional and design specifications to ensure full understanding of individual deliverables.
Provide estimates for creating test cases, test plans and testing specific features
Develop, document and maintain functional test cases and other test artifacts like the test data and data validation.
Execute and evaluate test cases and report test results.
Be solely responsible for testing certain applications/products
Enter defects/enhancements that are accurate, clearly stated and submitted in a timely fashion
Learn and adhere to testing processes and policies
Report clearly on assigned tasks and recognize and alert management of potential problems/issues in advance. Facilitate test plan/case reviews with cross-functional team members.
Identify any potential quality issues per defined process and escalate potential quality issues immediately to QA Manager/Other project teams.
Design and develop advanced test suites using object-oriented methodologies.
Implement and execute test strategies on all supported platforms and languages to help improve overall quality and test code coverage.
Should be able to do both functional and Automation.
Write backend integration tests and tests for RESTful APIs.
Develop frameworks and automated test cases using Selenium and C#.
Design and develop integration, regression, and stress tests using industry standard tools.
Collaborate with Business Analyst and Developers to understand requirements and translate them into test cases.
Good knowledge of Web/UI testing, API Testing and Database testing.
Define, implement, and maintain test plans, test specifications and test suites.
Provide technical leadership, driving and performing engineering best practices to initiate, plan, and execute large-scale, cross-functional, and company-wide critical programs
Support
Ability to support RCA.
Required Skills:
Basic understanding of Procure to pay process
Retail Industry
General understanding of agile software development practices
Excellent oral and written communication skills, including the ability to produce clear, concise technical documentation
Excellent client and interpersonal relationship skills, with the ability to interact with all levels of business users and technical personnel
Strong time-management skills to achieve both individual and team deadlines
Proficiency in multitasking, with the ability to work on multiple unrelated products concurrently
Highly motivated, enthusiastic, and detail-oriented
High level of proficiency with SQL
Required Experience:
4-5 years of software testing and Business Application processes.
At least Bachelor’s in computer science, Information Systems, Technical Communication, or Business preferred.
BA/BS Degree in Computer Science or related technical discipline, or 4+ years of related practical experience.
Experience with one or more of the following: Ruby, Python, JavaScript, Java, and/or C#.
Working knowledge of test methodologies, processes, and tools (Selenium, Python or any programming language, TFS, Visual Studio, STLC, Test Management tool, GitHub).
Knowledge of relational databases/SQL.
Experience working with client-server architectures and automation.
Experience working with black box/grey box testing.",4.2,"APEX Analytix
4.2","Greensboro, NC","Greensboro, NC",201 to 500 employees,1988,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),-1
